SITE|FECHA|SEGMENTO|SENT_TG|SENT_CG|INSTALLS_TG|INSTALLS_CG|GASTO_TG|INSTALL_TOUCH|BUYERS_2D|BUYERS_5D|BUYERS_30D|GMV INSTALL|REVENUE|TC|GMV_INC_30D|REVENUE_INC_30D|FREQ_INC_30D|SENT_MAIL|SENT_CAMP|OPEN_MAIL|OPEN_CAMP
MLC|2021-05-17|MEDIO|133884.0|23627.0|808.0|89.0|482.10206739999995|355.0|220|234.0|291.0|10439.82|835.1856|703.1706|28228.515797047774|2256.158361514401|659.9712593986147|53021.0|126353.0|4186.0|484.0
MLC|2021-05-17|BAJO|134016.0|23650.0|851.0|75.0|1287.027643|434.0|264|288.0|345.0|9726.44|778.1152|703.1706|28228.515797047774|2256.158361514401|659.9712593986147|57877.0|126470.0|4283.0|491.0
MLM|2021-05-17|ALTO|323156.0|57027.0|2933.0|186.0|4125.778173|1803.0|1153|1287.0|1586.0|49742.86|5471.7146|19.8028|64891.59263089786|6929.732017069598|1730.3547738934049|104569.0|302034.0|10172.0|5631.0
MLM|2021-05-17|MEDIO|276190.0|48740.0|1836.0|154.0|2020.88745|922.0|548|611.0|730.0|22033.15|2423.6465|19.8028|35599.6539322189|3813.9113412135603|880.0307985722768|98253.0|259893.0|6684.0|2505.0
MLM|2021-05-17|BAJO|284085.0|50133.0|1555.0|137.0|2977.731937|816.0|514|572.0|630.0|19506.34|2145.6974|19.8028|32288.328937531976|3401.3469455964514|835.1510127818652|99269.0|267944.0|6104.0|1793.0
MLA|2021-05-18|ALTO|803472.0|141790.0|3638.0|394.0|2782.4978760000013|2218.0|1066|635.0|903.0|77209.48|7334.9006|94.16|207592.36880583933|19691.72429445618|1738.4944579246217|216590.0|0.0|23482.0|0.0
MLA|2021-05-18|MEDIO|621136.0|109612.0|3408.0|298.0|2059.241716|1824.0|916|500.0|645.0|38671.08|3673.7526|94.16|108264.10573365724|10263.220442785798|1426.5343266498505|185964.0|576908.0|14704.0|4778.0
MLA|2021-05-18|BAJO|611866.0|107976.0|3500.0|298.0|3434.890824|1858.0|916|498.0|635.0|37987.86|3608.8467|94.16|134120.2023267262|12704.939921718682|1478.849816732841|179244.0|570542.0|14128.0|4644.0
MLA|2021-05-25|ALTO|405562.0|71570.0|1796.0|207.0|1564.711467|1229.0|596|706.0|1018.0|36131.87|3432.52765|94.27|46610.02756872285|4411.354428013501|422.56933049008416|112217.0|0.0|13774.0|0.0
MLA|2021-05-25|MEDIO|306121.0|54021.0|1628.0|141.0|909.9231992999999|1016.0|492|576.0|737.0|24399.15|2317.91925|94.27|41923.75739523255|3973.104643230237|710.8823150514795|92959.0|0.0|8262.0|0.0
MLA|2021-05-25|BAJO|299640.0|52878.0|1664.0|139.0|291.7019200000001|961.0|324|395.0|563.0|17475.58|1660.1801|94.27|23298.26895111201|2210.241226392557|484.14597447387166|88711.0|0.0|7988.0|0.0
MCO|2021-05-25|ALTO|205247.0|36220.0|1292.0|71.0|1324.1745039999996|937.0|519|569.0|678.0|13855.3|1413.2406|3738.178|7553.077361719484|770.2491560909184|291.376904851995|70285.0|0.0|8019.0|0.0
MCO|2021-05-25|MEDIO|133817.0|23615.0|462.0|40.0|314.59176099999996|296.0|155|172.0|192.0|4748.21|484.31742|3738.178|7553.077361719484|770.2491560909184|291.376904851995|47326.0|0.0|4741.0|0.0
MCO|2021-05-25|BAJO|114279.0|20167.0|276.0|20.0|208.6578007|140.0|73|78.0|84.0|1387.07|141.48113999999995|3738.178|7553.077361719484|770.2491560909184|291.376904851995|43547.0|0.0|3215.0|0.0
MLC|2021-05-31|ALTO|281628.0|49698.0|3050.0|224.0|3034.8121929999998|1700.0|1208|659.0|754.0|101488.04|8119.0432|724.9213|127206.99849107699|10173.634472107475|765.6600493912556|117092.0|262356.0|11536.0|3234.0
MLC|2021-05-31|MEDIO|258352.0|45592.0|1916.0|202.0|1051.148587|736.0|546|290.0|312.0|33543.02|2683.4416|724.9213|127206.99849107699|10173.634472107475|765.6600493912556|0.0|241864.0|0.0|1192.0
MLC|2021-05-31|BAJO|257280.0|45402.0|1848.0|222.0|2276.109145|792.0|556|301.0|330.0|35372.14|2829.7712|724.9213|127206.99849107699|10173.634472107475|765.6600493912556|110134.0|241134.0|8512.0|1138.0
MCO|2021-06-01|ALTO|206809.0|36496.0|1307.0|74.0|1061.836199|942.0|497|552.0|692.0|13486.09|1375.5811800000001|3715.2623|9068.386769095954|924.8219350312493|306.1896224745013|72300.0|193086.0|8878.0|1922.0
MCO|2021-06-01|MEDIO|131119.0|23139.0|487.0|32.0|342.3715198000001|295.0|148|169.0|188.0|4485.12|457.48224000000016|3715.2623|9068.386769095954|924.8219350312493|306.1896224745013|46513.0|122979.0|4463.0|478.0
MCO|2021-06-01|BAJO|107155.0|18910.0|316.0|23.0|306.8423998|183.0|90|101.0|121.0|1963.4|200.2668|3715.2623|9068.386769095954|924.8219350312493|306.1896224745013|40566.0|100706.0|3174.0|270.0
MLM|2021-05-24|ALTO|||||1734.281329|2441.0|1163|||||19.87|24194.52531|2661.397785|394.391925||||
MLM|2021-05-24|MEDIO|||||447.0926018999999|905.0|358|||||19.87|31470.28465|3355.064309|878.2238446||||
MLM|2021-05-24|BAJO|||||2040.2924010000002|1479.0|640|||||19.87|27583.31867|2898.505638|795.3510263999997||||
MLM|2021-05-31|ALTO|||||2199.143072|2014.0|976|||||19.92|||||||
MLM|2021-05-31|MEDIO|||||1223.225402|1410.0|606|||||19.92|||||||
MLM|2021-05-31|BAJO|||||1852.195783|1263.0|523|||||19.92|||||||
MLC|2021-06-07|ALTO|149547.0|26391.0|1800.0|128.0|3270.032294532158|1294.0|766|863.0|1085.0|39437.810000000056|3155.0248000000047|717.1183|30506.7531090155|2438.002615208844|488.2052627424466|65942.0|139542.0|9675.0|1863.0
MLC|2021-06-07|MEDIO|144224.0|25451.0|1058.0|123.0|585.6774258863568|569.0|303|333.0|415.0|15170.99999999999|1213.6799999999996|717.1183|30506.7531090155|2438.002615208844|488.2052627424466|0.0|135257.0|0.0|667.0
MLC|2021-06-07|BAJO|152419.0|26897.0|985.0|97.0|1603.64057087931|627.0|332|359.0|434.0|13904.090000000007|1112.3272000000006|717.1183|30506.7531090155|2438.002615208844|488.2052627424466|68682.0|142897.0|7945.0|520.0
MLM|2021-06-07|ALTO|317500.0|56029.0|2317.0|149.0|3109.389301409304|1665.0|902|1072.0|1378.0|42836.12000000002|4711.973200000002|19.797|59291.54411573437|6365.00619149881|988.9683650602516|100897.0|294364.0|12819.0|4694.0
MLM|2021-06-07|MEDIO|282163.0|49794.0|1861.0|129.0|1941.7361216345907|1206.0|562|648.0|850.0|23351.490000000016|2568.6639000000023|19.797|35169.545411661864|3770.5676534312815|895.1681395195503|103509.0|263684.0|9480.0|2508.0
MLM|2021-06-07|BAJO|289148.0|51026.0|1403.0|99.0|2568.5720058594743|921.0|408|479.0|585.0|14841.909999999993|1632.6100999999994|19.797|25814.45796080334|2709.8448583948643|639.0702153225844|102629.0|270729.0|8137.0|1665.0
MCO|2021-06-08|ALTO|206644.0|36467.0|1429.0|87.0|1662.4200147390154|1004.0|554|605.0|752.0|15542.810000000007|1585.3666200000007|3609.1962|10188.174272723327|1038.9804381397596|323.8356088800058|71381.0|192795.0|9036.0|1948.0
MCO|2021-06-08|MEDIO|138995.0|24528.0|504.0|45.0|369.05724327206144|316.0|144|159.0|186.0|4388.469999999998|447.62393999999983|3609.1962|10188.174272723327|1038.9804381397596|323.8356088800058|50125.0|130361.0|4997.0|551.0
MCO|2021-06-08|BAJO|120857.0|21328.0|371.0|24.0|278.4553524687852|224.0|110|112.0|135.0|2595.86|264.77772000000004|3609.1962|10188.174272723327|1038.9804381397596|323.8356088800058|45879.0|113588.0|3365.0|272.0
MLA|2021-06-08|ALTO|404570.0|71395.0|4620.0|255.0|6638.843911167245|3285.0|1860|2109.0|2766.0|102496.21000000006|9737.139950000006|95.01|100561.27312000844|9483.445734200326|1141.8658737852654|0.0|368143.0|0.0|10292.0
MLA|2021-06-08|MEDIO|325132.0|57376.0|1892.0|177.0|0.0|1136.0|511|591.0|776.0|27365.08000000003|2599.6826000000033|95.01|38431.35064106788|3650.978310901449|713.9067272097757|0.0|299960.0|0.0|3239.0
MLA|2021-06-08|BAJO|321264.0|56694.0|1850.0|129.0|1498.9780023155454|1070.0|493|557.0|702.0|25528.450000000008|2425.202750000001|95.01|40064.75394672483|3790.3745698676494|708.8262748622487|0.0|297319.0|0.0|2974.0
MLB|2021-06-08|ALTO|1869115.0|329844.0|14965.0|1076.0|8531.301867733568|10211.0|5140|6030.0|8225.0|239815.5100000004|35492.695480000046|5.0489|276994.54459287337|39305.457832224885|3228.128074724816|0.0|1736090.0|0.0|48028.0
MLB|2021-06-08|MEDIO|1392312.0|245702.0|3939.0|694.0|0.0|1869.0|801|939.0|1226.0|52179.66|7722.58968|5.0489|80913.10575204474|11975.13965130262|1346.1278537013204|0.0|0.0|0.0|0.0
MLB|2021-06-08|BAJO|1270217.0|224156.0|3126.0|596.0|0.0|1395.0|561|648.0|837.0|30863.999999999967|4567.871999999995|5.0489|55366.97434812621|8194.312203522677|1020.4669046287006|0.0|0.0|0.0|0.0
MLC|2021-06-14|ALTO|144894.0|25570.0|1450.0|113.0|2551.340139487519|1027.0|587|707.0|870.0|27080.97000000003|2166.477600000002|720.2795|25741.163213209966|2057.234677332272|462.9620484820648|63516.0|134959.0|7568.0|1592.0
MLC|2021-06-14|MEDIO|143438.0|25312.0|881.0|100.0|612.2623231676038|476.0|257|295.0|353.0|13323.020000000002|1065.8416000000002|720.2795|25741.163213209966|2057.234677332272|462.9620484820648|0.0|134510.0|0.0|568.0
MLC|2021-06-14|BAJO|146084.0|25780.0|903.0|91.0|1284.2236937188968|532.0|290|309.0|374.0|13088.950000000004|1047.1160000000002|720.2795|25741.163213209966|2057.234677332272|462.9620484820648|65050.0|136994.0|5903.0|505.0
MLM|2021-06-14|ALTO|317144.0|55967.0|2563.0|178.0|3150.153969808857|1793.0|1026|1195.0|1484.0|49559.67999999995|5451.564799999996|19.9065|62478.084753244606|6714.341817277883|956.7496097371347|100819.0|293744.0|12880.0|4925.0
MLM|2021-06-14|MEDIO|275440.0|48607.0|1923.0|159.0|1657.752492904328|1196.0|581|644.0|824.0|23955.75000000003|2635.1325000000033|19.9065|37563.07864051128|4048.6617060961407|837.4207551169898|99636.0|257384.0|8691.0|2393.0
MLM|2021-06-14|BAJO|277762.0|49017.0|1670.0|136.0|2920.762564991335|999.0|499|560.0|662.0|20941.490000000005|2303.563900000001|19.9065|28988.9203173768|3042.0571716662103|720.7297698012593|98752.0|259976.0|8017.0|1688.0
MCO|2021-06-15|ALTO|196447.0|34667.0|834.0|25.0|1228.9347075628646|623.0|399|426.0|499.0|12174.739999999978|1241.8234799999975|3588.4738|7471.325292150032|761.9047227504698|252.3653918866132|64662.0|182996.0|6089.0|1674.0
MCO|2021-06-15|MEDIO|131575.0|23219.0|331.0|22.0|334.4040020579221|225.0|127|138.0|160.0|3100.590000000001|316.2601800000002|3588.4738|7471.325292150032|761.9047227504698|252.3653918866132|45544.0|123438.0|3476.0|476.0
MCO|2021-06-15|BAJO|112431.0|19841.0|197.0|16.0|271.7032516720618|130.0|74|79.0|88.0|2491.9100000000008|254.17482|3588.4738|7471.325292150032|761.9047227504698|252.3653918866132|41039.0|105607.0|2322.0|259.0
MLB|2021-06-15|ALTO|1813212.0|319978.0|8340.0|376.0|11697.76899791642|6198.0|3480|3915.0|5097.0|127547.02000000006|18876.958960000007|5.0874|143664.16929638493|18962.93608603432|2574.603723736649|505162.0|1680923.0|57907.0|33080.0
MLB|2021-06-15|MEDIO|1366226.0|241099.0|1557.0|277.0|0.0|784.0|324|371.0|491.0|16638.29|2462.46692|5.0874|26879.24846203141|3978.128772380649|519.5428696998216|0.0|0.0|0.0|0.0
MLB|2021-06-15|BAJO|1228516.0|216797.0|1239.0|220.0|0.0|544.0|220|260.0|331.0|13785.72|2040.28656|5.0874|25559.35217144881|3782.7841213744236|419.9446986837394|0.0|0.0|0.0|0.0
MLC|2021-06-21|ALTO|156005.0|27530.0|1401.0|89.0|3075.713203614627|990.0|633|705.0|844.0|28082.909999999967|2246.632799999997|746.1684|24380.350466857384|1948.141025563912|448.83311163491067|69768.0|144774.0|8447.0|1616.0
MLC|2021-06-21|MEDIO|157737.0|27836.0|886.0|97.0|743.799925057132|526.0|301|336.0|413.0|13547.010000000002|1083.7608000000002|746.1684|24380.350466857384|1948.141025563912|448.83311163491067|72672.0|147297.0|9947.0|562.0
MLC|2021-06-21|BAJO|149596.0|26399.0|811.0|73.0|1299.974643793546|465.0|251|286.0|327.0|11780.410000000005|942.4328000000003|746.1684|24380.350466857384|1948.141025563912|448.83311163491067|66667.0|139879.0|6364.0|451.0
MLM|2021-06-21|ALTO|330711.0|58361.0|2539.0|178.0|2452.752147322249|1817.0|1042|1167.0|1532.0|75778.5|8335.635|20.7002|95302.61862361355|10364.798751521996|952.5589280562688|103417.0|304846.0|11390.0|4467.0
MLM|2021-06-21|MEDIO|290277.0|51225.0|1630.0|146.0|0.0|1026.0|407|490.0|662.0|24170.91000000001|2658.800100000002|20.7002|35235.405306918736|3875.894583761061|631.4601698061907|105339.0|269767.0|8116.0|2166.0
MLM|2021-06-21|BAJO|274278.0|48402.0|1428.0|116.0|2272.4210394102474|922.0|470|515.0|625.0|22967.09000000001|2526.379900000001|20.7002|33638.49435447689|3590.45664547248|674.5091541461086|95537.0|255829.0|6992.0|1411.0
MLB|2021-06-22|ALTO|1804984.0|318526.0|11348.0|832.0|2864.865080314081|7801.0|3500|4082.0|6035.0|173541.51000000053|25684.143480000082|5.0178|222696.31830219296|32388.114640727807|2447.4232662927857|467292.0|1666704.0|31007.0|30503.0
MLB|2021-06-22|MEDIO|1421350.0|250826.0|3516.0|649.0|0.0|1600.0|643|736.0|1018.0|41305.63000000001|6113.233240000001|5.0178|63897.528268015056|9456.83418366623|1061.744811671416|0.0|0.0|0.0|0.0
MLB|2021-06-22|BAJO|1242323.0|219233.0|2798.0|526.0|0.0|1171.0|458|524.0|705.0|25737.06000000002|3809.0848800000026|5.0178|45375.55348424088|6715.581915667649|749.0068182132911|0.0|0.0|0.0|0.0
MLA|2021-06-22|ALTO|427659.0|75469.0|4185.0|244.0|3674.2487171431562|3136.0|1600|1861.0|2617.0|95406.66999999998|9063.633649999998|95.49|117570.08602273314|11130.680334510227|1111.057772743198|108774.0|386574.0|16266.0|8181.0
MLA|2021-06-22|MEDIO|347545.0|61331.0|1979.0|179.0|0.0|1246.0|542|600.0|819.0|29081.46000000001|2762.7387000000012|95.49|45528.694532230096|4325.2259805618605|696.0486915329584|111404.0|318960.0|13628.0|2965.0
MLA|2021-06-22|BAJO|326925.0|57693.0|2041.0|127.0|2335.29877474081|1296.0|586|658.0|852.0|24881.580000000005|2363.750100000001|95.49|40455.478706510905|3818.814525974533|800.9395696538651|99101.0|301433.0|11445.0|2790.0
MCO|2021-06-22|ALTO|199894.0|35276.0|1253.0|94.0|1349.0763177794768|859.0|492|536.0|658.0|19467.629999999965|1985.6982599999967|3758.1269|12005.73187002664|1224.425625205853|301.32869727750517|65731.0|186218.0|5172.0|1560.0
MCO|2021-06-22|MEDIO|131915.0|23279.0|471.0|47.0|236.28792311403848|277.0|130|139.0|165.0|5278.690000000003|538.4263800000003|3758.1269|12005.73187002664|1224.425625205853|301.32869727750517|45060.0|123609.0|3081.0|410.0
MCO|2021-06-22|BAJO|104431.0|18429.0|310.0|39.0|207.5502027353041|177.0|84|91.0|111.0|2934.2700000000004|299.29554|3758.1269|12005.73187002664|1224.425625205853|301.32869727750517|36930.0|98105.0|1891.0|257.0
MLC|2021-06-28|ALTO|136734.0|24130.0|1027.0|99.0|1826.0130953178839|722.0|420|491.0|599.0|21288.0|1703.04|731.1010000000001|19370.96850324232|1548.2961493816413|293.3561485800979|67462.0|128200.0|5643.0|1192.0
MLC|2021-06-28|MEDIO|134340.0|23707.0|583.0|80.0|328.2720171357993|346.0|184|205.0|255.0|9298.539999999997|743.8831999999996|731.1010000000001|19370.96850324232|1548.2961493816413|293.3561485800979|66882.0|126843.0|5701.0|433.0
MLC|2021-06-28|BAJO|135144.0|23849.0|617.0|72.0|875.392045695465|368.0|189|209.0|245.0|10511.859999999988|840.9487999999991|731.1010000000001|19370.96850324232|1548.2961493816413|293.3561485800979|66527.0|127638.0|4463.0|416.0
MLM|2021-06-28|ALTO|300417.0|53015.0|1854.0|132.0|0.0|1309.0|602|734.0|1046.0|32014.88999999997|3521.637899999997|19.793|44464.793655941015|4891.1273021535135|440.839059797843|91187.0|279911.0|8024.0|3576.0
MLM|2021-06-28|MEDIO|256420.0|45250.0|1235.0|119.0|671.954731470722|795.0|346|411.0|528.0|18716.960000000006|2058.8656000000005|19.793|28537.011901388505|3105.1221992921423|531.915171633835|88931.0|241234.0|5687.0|1652.0
MLM|2021-06-28|BAJO|250227.0|44158.0|1091.0|97.0|939.7261658161976|686.0|294|343.0|438.0|12648.9|1391.379|19.793|23567.136373649686|2544.907298589659|533.0790663446982|86053.0|235777.0|5022.0|1186.0
MLA|2021-06-29|ALTO|390214.0|68861.0|3249.0|182.0|3176.261623654791|2415.0|1262|1440.0|1974.0|77896.19000000006|7400.138050000006|95.71|75836.57018265188|7171.287858464092|757.6516053508863|111892.0|356330.0|13172.0|6149.0
MLA|2021-06-29|MEDIO|309563.0|54628.0|1535.0|141.0|0.0|960.0|434|494.0|675.0|26253.19000000001|2494.053050000001|95.71|39734.61151327133|3774.7880937607756|599.7576505084054|97170.0|284605.0|8760.0|2199.0
MLA|2021-06-29|BAJO|296652.0|52350.0|1346.0|129.0|1076.167589593564|780.0|358|396.0|506.0|18010.339999999986|1710.9822999999988|95.71|25742.55326240896|2434.298514483302|488.12930494823127|283.0|276233.0|602.0|2176.0
MCO|2021-06-29|ALTO|185966.0|32817.0|1001.0|80.0|958.8082599044886|666.0|364|411.0|492.0|12285.02|1253.0720399999998|3739.0166|7040.7289872345655|718.0539292743408|208.26696621428616|59336.0|174526.0|4747.0|1382.0
MCO|2021-06-29|MEDIO|122382.0|21597.0|332.0|29.0|99.49140102774618|185.0|80|91.0|113.0|2349.61|239.66021999999995|3739.0166|7040.7289872345655|718.0539292743408|208.26696621428616|87.0|115680.0|205.0|379.0
MCO|2021-06-29|BAJO|96889.0|17098.0|253.0|25.0|68.19975070450342|124.0|43|51.0|62.0|984.74|100.44348|3739.0166|7040.7289872345655|718.0539292743408|208.26696621428616|34200.0|91699.0|1869.0|232.0
MLC|2021-07-05|ALTO|141177.0|24914.0|2098.0|82.0|4667.157872597633|1723.0|926|1064.0|1351.0|39181.02000000004|3134.481600000004|735.0617|27272.25312744061|2178.951873515848|562.9871790645061|61267.0|132434.0|24803.0|1432.0
MLC|2021-07-05|MEDIO|142928.0|25222.0|1060.0|105.0|542.8115762255059|750.0|314|371.0|471.0|14973.799999999981|1197.9039999999984|735.0617|27272.25312744061|2178.951873515848|562.9871790645061|63183.0|134935.0|23479.0|548.0
MLC|2021-07-05|BAJO|149762.0|26428.0|1157.0|81.0|1027.1246617800928|856.0|318|365.0|469.0|14081.210000000005|1126.4968000000003|735.0617|27272.25312744061|2178.951873515848|562.9871790645061|66327.0|141635.0|21589.0|463.0
MLM|2021-07-05|ALTO|293424.0|51781.0|2254.0|169.0|2736.44903592368|1440.0|797|910.0|1168.0|40664.23999999998|4473.066399999999|19.8532|50937.92119933621|5465.337177436841|771.74195835511|90283.0|273868.0|7702.0|4072.0
MLM|2021-07-05|MEDIO|263218.0|46450.0|1580.0|142.0|1584.8009388914636|958.0|451|519.0|629.0|18317.85000000001|2014.963500000001|19.8532|28952.920500637163|3104.9952855089355|663.6257866585189|92797.0|247786.0|6532.0|2183.0
MLM|2021-07-05|BAJO|265955.0|46933.0|1190.0|121.0|1693.1003566175727|633.0|307|358.0|422.0|13236.730000000007|1456.0403000000006|19.8532|22636.886219960117|2404.776503969877|512.0586809891691|386.0|250853.0|620.0|1439.0
MLB|2021-07-06|ALTO|1689341.0|298119.0|9066.0|1056.0|2963.303320747409|5257.0|2518|2960.0|4143.0|153629.74000000022|22737.201520000028|5.1645|220751.79306381554|32097.482176475503|2229.231511163918|326.0|979871.0|641.0|17718.0
MLB|2021-07-06|MEDIO|1365331.0|240941.0|4195.0|794.0|0.0|1745.0|730|844.0|1129.0|48616.65999999993|7195.26567999999|5.1645|79122.15881412572|11710.079504490606|1296.854691593404|46.0|0.0|131.0|0.0
MLB|2021-07-06|BAJO|1283225.0|226452.0|3410.0|622.0|0.0|1350.0|553|633.0|807.0|37490.73|5548.628039999999|5.1645|60558.33695386919|8962.63386917264|975.981608386244|0.0|0.0|0.0|0.0
MLA|2021-07-06|ALTO|382064.0|67423.0|2078.0|239.0|1840.266812636848|1341.0|724|791.0|1095.0|51733.69999999998|4914.701499999997|95.91|54420.338980704655|5150.744768982428|550.0894677615098|322.0|173084.0|557.0|3062.0
MLA|2021-07-06|MEDIO|318627.0|56228.0|1716.0|170.0|828.378688353665|1023.0|437|495.0|669.0|31578.18000000003|2999.9271000000026|95.91|44942.64583036997|4260.914311988018|669.516606524508|98642.0|295734.0|9098.0|2542.0
MLA|2021-07-06|BAJO|323348.0|57061.0|1869.0|157.0|1653.136482118653|1136.0|509|561.0|736.0|29642.23|2816.01185|95.91|42109.690829014144|3983.1842980075307|747.5144170937656|96642.0|301611.0|8604.0|2551.0
MCO|2021-07-06|ALTO|192925.0|34046.0|896.0|95.0|468.6074941775519|521.0|260|294.0|376.0|9249.179999999997|943.4163599999997|3777.1483|5924.587726366849|604.2665934785713|163.46646302910153|186.0|120318.0|355.0|1125.0
MCO|2021-07-06|MEDIO|129907.0|22925.0|484.0|55.0|0.0|250.0|92|104.0|129.0|3798.5199999999986|387.44903999999985|3777.1483|5924.587726366849|604.2665934785713|163.46646302910153|44744.0|81662.0|3696.0|298.0
MCO|2021-07-06|BAJO|113230.0|19982.0|280.0|34.0|0.0|144.0|44|52.0|66.0|1196.78|122.07156|3777.1483|5924.587726366849|604.2665934785713|163.46646302910153|41099.0|71956.0|2845.0|154.0
MLC|2021-07-12|ALTO|132514.0|23385.0|999.0|83.0|1976.5817803173527|631.0|414|456.0|541.0|22113.730000000003|1769.0984000000005|748.6991|19786.214977202|1581.4879491929178|282.28060528126065|49780.0|124088.0|5748.0|1248.0
MLC|2021-07-12|MEDIO|129879.0|22920.0|552.0|58.0|320.55601509337987|246.0|136|143.0|176.0|7620.51|609.6408|748.6991|19786.214977202|1581.4879491929178|282.28060528126065|47848.0|121136.0|3991.0|397.0
MLC|2021-07-12|BAJO|138150.0|24379.0|579.0|68.0|868.1725408779039|304.0|170|188.0|227.0|9181.310000000003|734.5048000000003|748.6991|19786.214977202|1581.4879491929178|282.28060528126065|45289.0|130539.0|3976.0|367.0
MLM|2021-07-12|ALTO|305940.0|53990.0|1930.0|157.0|2408.952194866474|1174.0|695|803.0|1012.0|34114.379999999976|3752.5817999999967|19.8577|49435.62122683345|5316.6075993243685|729.4155408536604|843.0|284867.0|572.0|4215.0
MLM|2021-07-12|MEDIO|270307.0|47701.0|1568.0|121.0|1579.3621617810718|941.0|465|530.0|662.0|19020.780000000017|2092.285800000002|19.8577|36907.636222922585|3980.305992076184|732.9166477510664|90888.0|251501.0|5690.0|2129.0
MLM|2021-07-12|BAJO|272689.0|48122.0|1420.0|107.0|2503.561842509454|845.0|428|489.0|587.0|18857.050000000017|2074.275500000002|19.8577|30465.071837424497|3225.082785536756|667.6957638870615|88990.0|256953.0|5786.0|1444.0
MLB|2021-07-13|ALTO|1764885.0|311450.0|10432.0|873.0|5671.916167664672|6330.0|3164|3675.0|5070.0|159976.8600000003|23676.575280000045|5.1770000000000005|220213.79963237786|31496.043317648197|3055.566782153213|237.0|1643682.0|366.0|31703.0
MLB|2021-07-13|MEDIO|1374336.0|242530.0|3556.0|637.0|0.0|1489.0|636|737.0|975.0|38305.58|5669.225839999999|5.1770000000000005|65291.69166373103|9663.170366232192|1088.2729998743866|43.0|0.0|97.0|0.0
MLB|2021-07-13|BAJO|1250664.0|220706.0|2897.0|529.0|0.0|1145.0|454|520.0|685.0|27672.340000000004|4095.50632|5.1770000000000005|45519.965554208866|6736.954902022912|819.2101961727145|0.0|0.0|0.0|0.0
MLA|2021-07-13|ALTO|406282.0|71697.0|3321.0|220.0|4494.51175613816|2325.0|1331|1483.0|1990.0|81465.27000000003|7739.2006500000025|96.12|97074.06249915747|9175.276555853814|908.1121449667577|201.0|360736.0|311.0|6966.0
MLA|2021-07-13|MEDIO|323820.0|57145.0|1796.0|177.0|968.5840615896795|1117.0|503|577.0|769.0|30160.619999999966|2865.258899999997|96.12|42414.79624807493|4019.3288222854944|680.6004637763766|97921.0|299868.0|7386.0|2596.0
MLA|2021-07-13|BAJO|323196.0|57034.0|1898.0|173.0|1707.0108198085725|1083.0|478|527.0|687.0|23109.039999999994|2195.3587999999995|96.12|36821.935150566605|3480.3246755521777|664.1397675167732|80816.0|300612.0|5867.0|2512.0
MCO|2021-07-13|ALTO|204878.0|36155.0|1485.0|97.0|1766.5447137338876|1013.0|562|613.0|742.0|17149.600000000017|1749.2592000000016|3829.5102|10579.51486674889|1078.9084045539298|306.6597308371722|71759.0|192533.0|9807.0|1869.0
MCO|2021-07-13|MEDIO|132082.0|23309.0|502.0|42.0|316.4895604665056|295.0|138|152.0|182.0|3174.380000000001|323.78676|3829.5102|10579.51486674889|1078.9084045539298|306.6597308371722|45514.0|124906.0|4428.0|522.0
MCO|2021-07-13|BAJO|113506.0|20030.0|334.0|37.0|238.93395035218862|189.0|80|88.0|109.0|1780.17|181.57734|3829.5102|10579.51486674889|1078.9084045539298|306.6597308371722|41177.0|107376.0|3383.0|271.0
MLC|2021-07-19|ALTO|162989.0|28763.0|1135.0|91.0|2112.0857800609037|736.0|454|509.0|623.0|20609.95|1648.796|754.1706|20782.678851043147|1661.1310733001474|334.63469649829256|74416.0|152829.0|11052.0|1371.0
MLC|2021-07-19|MEDIO|154669.0|27294.0|651.0|66.0|342.0976633138443|348.0|191|213.0|267.0|8514.000000000002|681.1200000000001|754.1706|20782.678851043147|1661.1310733001474|334.63469649829256|70918.0|145852.0|9176.0|473.0
MLC|2021-07-19|BAJO|160521.0|28327.0|634.0|64.0|901.6527560209853|361.0|207|219.0|260.0|9671.399999999996|773.7119999999996|754.1706|20782.678851043147|1661.1310733001474|334.63469649829256|67089.0|151633.0|8671.0|406.0
MLM|2021-07-19|ALTO|335233.0|59159.0|1846.0|173.0|1809.226|1189.0|648|728.0|976.0|40244.37999999998|4426.881799999999|20.0|52425.059372220596|5676.295230944266|517.653442917726|108075.0|150156.0|13113.0|2444.0
MLM|2021-07-19|MEDIO|282947.0|49932.0|1609.0|139.0|1672.84|978.0|509|585.0|725.0|23270.16000000004|2559.7176000000045|20.0|34298.82081231896|3689.228289355086|824.1229581729127|102373.0|266068.0|9553.0|2215.0
MLM|2021-07-19|BAJO|274001.0|48353.0|1289.0|135.0|2047.5|703.0|356|407.0|491.0|16968.75|1866.5625|20.0|25672.038610321302|2721.549247135343|597.367911514844|632.0|258286.0|732.0|1599.0
MLB|2021-07-20|ALTO|1853626.0|327110.0|11515.0|872.0|8514.130978490899|7322.0|3779|4292.0|5912.0|163348.90000000008|24175.63720000001|5.1978|207149.49025849745|29020.09866682453|3321.3855934748003|463945.0|1728250.0|38103.0|32998.0
MLB|2021-07-20|MEDIO|1357028.0|239476.0|3487.0|630.0|0.0|1418.0|585|677.0|925.0|28533.229999999985|4222.918039999999|5.1978|57747.75854301162|8546.66826436572|976.9808142217206|26.0|0.0|65.0|0.0
