SITE|FECHA|SEGMENTO|SENT_TG|SENT_CG|INSTALLS_TG|INSTALLS_CG|GASTO_TG|INSTALL_TOUCH|BUYERS_2D|BUYERS_5D|BUYERS_30D|GMV INSTALL|REVENUE|TC|GMV_INC_30D|REVENUE_INC_30D|FREQ_INC_30D|SENT_MAIL|SENT_CAMP|OPEN_MAIL|OPEN_CAMP
MLM|2021-02-23|ALTO|362156.0|63910.0|1171.0|205.0|0.0|618.0|270|356.0|492.0|17142.43|1885.6673|20.5833|26837.01135|2952.071248|574.1626163999998|0.0|339192.0|0.0|1011.0
MLM|2021-02-23|MEDIO|297981.0|52585.0|1799.0|152.0|82.01084898|1081.0|615|671.0|828.0|22931.3|2522.4429999999998|20.5833|34525.48288|3793.8187770000004|977.6561509|0.0|280507.0|0.0|2608.0
MLM|2021-02-23|BAJO|314718.0|55539.0|1623.0|125.0|0.0|845.0|432|483.0|595.0|22482.78|2473.1058|20.5833|36280.53265|3990.858592|771.2501234|0.0|295472.0|0.0|1957.0
MLC|2021-03-01|ALTO|164636.0|29053.0|598.0|84.0|0.0|309.0|137|167.0|250.0|9263.28|741.0624|719.9113|14212.96545|1136.323326|341.4735699|80922.0|155240.0|9244.0|270.0
MLC|2021-03-01|MEDIO|138813.0|24496.0|643.0|76.0|520.897505|398.0|235|259.0|306.0|9653.48|772.2784|719.9113|14212.96545|1136.323326|341.4735699|39382.0|131255.0|4968.0|514.0
MLC|2021-03-01|BAJO|147920.0|26103.0|661.0|59.0|1020.95911|394.0|229|249.0|293.0|10814.27|865.1416|719.9113|14212.96545|1136.323326|341.4735699|42206.0|139673.0|4855.0|459.0
MLM|2021-03-01|ALTO|709754.0|125250.0|2315.0|423.0|0.0|1229.0|538|403.0|558.0|33049.78|3635.4758|20.6123|110410.7304|12145.18035|1037.0646199999999|279546.0|665910.0|31400.0|2070.0
MLM|2021-03-01|MEDIO|577484.0|101908.0|1618.0|274.0|0.0|646.0|271|187.0|257.0|16940.77|1863.4847|20.6123|62116.371029999995|6832.800814|552.1806719|0.0|0.0|0.0|0.0
MLM|2021-03-01|BAJO|606430.0|107018.0|3974.0|502.0|8167.532008|2637.0|1464|894.0|1061.0|56306.58|6193.7238|20.6123|190810.9454|20592.95845|2422.292677|250348.0|573420.0|24608.0|4584.0
MCO|2021-03-02|ALTO|219635.0|38759.0|515.0|76.0|0.0|266.0|109|134.0|182.0|3932.96|401.16192|3622.4009|5929.60339|604.7406694|209.48294330000002|84006.0|207106.0|10299.0|340.0
MCO|2021-03-02|MEDIO|140440.0|24784.0|644.0|44.0|496.90800369999994|424.0|217|237.0|275.0|6018.55|613.8921|3622.4009|5929.60339|604.7406694|209.48294330000002|53953.0|132995.0|6435.0|727.0
MCO|2021-03-02|BAJO|125590.0|22163.0|413.0|44.0|360.2583027|259.0|128|147.0|167.0|4062.37|414.36174|3622.4009|5929.60339|604.7406694|209.48294330000002|54883.0|118988.0|5326.0|411.0
MLA|2021-03-02|ALTO|440923.0|77810.0|1584.0|226.0|0.0|873.0|272|366.0|617.0|21783.25|2069.40875|90.15|32175.52508|3056.6748829999997|502.98924129999995|137420.0|407048.0|12345.0|936.0
MLA|2021-03-02|MEDIO|334459.0|59022.0|2082.0|176.0|1366.068885|1282.0|600|681.0|883.0|27060.69|2570.76555|90.15|40458.097780000004|3828.366001|887.0018892|130611.0|312190.0|12554.0|3259.0
MLA|2021-03-02|BAJO|341533.0|60270.0|2139.0|185.0|2528.889961|1293.0|614|679.0|840.0|26061.63|2475.85485|90.15|39112.835739999995|3687.667371|838.167208|110363.0|319895.0|11191.0|3085.0
MLC|2021-03-08|ALTO|160802.0|28377.0|557.0|92.0|0.0|298.0|139|165.0|245.0|9946.78|795.7424|733.1110000000001|15860.687269999999|1268.151663|343.73512239999997|79458.0|151688.0|8006.0|263.0
MLC|2021-03-08|MEDIO|134426.0|23722.0|544.0|55.0|482.87367120000016|318.0|207|218.0|262.0|7676.05|614.0840000000002|733.1110000000001|15860.687269999999|1268.151663|343.73512239999997|54770.0|127290.0|6156.0|451.0
MLC|2021-03-08|BAJO|142429.0|25134.0|691.0|63.0|1063.9589369999999|437.0|251|269.0|323.0|10990.01|879.2008|733.1110000000001|15860.687269999999|1268.151663|343.73512239999997|63730.0|134811.0|6822.0|421.0
MLM|2021-03-08|ALTO|342462.0|60434.0|1026.0|148.0|0.0|549.0|258|317.0|443.0|19823.44|2180.5784|21.4177|31886.163510000002|3507.477986|527.7369848999998|114337.0|321090.0|8267.0|919.0
MLM|2021-03-08|MEDIO|286777.0|50608.0|1562.0|107.0|1601.47915|952.0|505|582.0|719.0|20265.25|2229.1775|21.4177|31339.949160000004|3372.620778|853.4653197999999|0.0|0.0|0.0|0.0
MLM|2021-03-08|BAJO|286833.0|50618.0|1538.0|114.0|2565.843671|954.0|497|572.0|685.0|19975.31|2197.2841|21.4177|31791.746180000002|3377.29193|856.9268842|98922.0|270911.0|5805.0|1756.0
MCO|2021-03-09|ALTO|215002.0|37941.0|499.0|52.0|0.0|228.0|107|125.0|167.0|4982.75|508.2405|3640.2024|4357.087217|444.3436572|198.5529429|86028.0|202697.0|9778.0|315.0
MCO|2021-03-09|MEDIO|133801.0|23612.0|531.0|25.0|510.96059929999996|312.0|181|206.0|231.0|4670.64|476.40528|3640.2024|4357.087217|444.3436572|198.5529429|51401.0|126585.0|5240.0|627.0
MCO|2021-03-09|BAJO|116431.0|20547.0|352.0|33.0|354.3758995|197.0|103|115.0|133.0|2279.19|232.47737999999998|3640.2024|4357.087217|444.3436572|198.5529429|50443.0|110307.0|4333.0|311.0
MLA|2021-03-09|ALTO|385900.0|68100.0|602.0|103.0|0.0|349.0|145|186.0|283.0|15153.34|1439.5673|90.66|15687.58905|1490.32096|242.40209500000003|0.0|201259.0|0.0|677.0
MLA|2021-03-09|MEDIO|206859.0|36504.0|475.0|80.0|284.7275535|271.0|128|152.0|199.0|6865.03|652.17785|90.66|11156.17083|1056.695621|200.2005472|0.0|102542.0|0.0|905.0
MLA|2021-03-09|BAJO|191279.0|33755.0|376.0|80.0|313.2583278|206.0|91|105.0|133.0|4039.97|383.79715|90.66|6807.597372|643.2664412|139.7407726|0.0|68828.0|0.0|631.0
MLM|2021-03-15|ALTO|337536.0|59565.0|1094.0|170.0|0.0|523.0|229|284.0|406.0|15146.91|1666.1601|20.7637|21563.85086|2372.023595|405.50332779999997|111376.0|316120.0|6064.0|912.0
MLM|2021-03-15|MEDIO|292797.0|51670.0|1684.0|131.0|1627.789278|862.0|447|501.0|625.0|19840.18|2182.4198|20.7637|28499.170960000003|3056.512889|733.1407837|0.0|0.0|0.0|0.0
MLM|2021-03-15|BAJO|301909.0|53278.0|1812.0|125.0|3323.107153|1080.0|580|668.0|777.0|19908.88|2189.9768|20.7637|35373.06953|3730.993574|981.2276763|109320.0|285176.0|6540.0|1968.0
MLC|2021-03-15|ALTO|156461.0|27611.0|1347.0|74.0|1662.0956720000001|996.0|654|730.0|874.0|29936.75|2394.94|718.3702|22528.8846|1800.822557|564.0066308999999|67327.0|147423.0|7620.0|1913.0
MLC|2021-03-15|MEDIO|137517.0|24268.0|669.0|56.0|563.77617|407.0|238|253.0|312.0|12496.68|999.7344|718.3702|22528.8846|1800.822557|564.0066308999999|56406.0|130187.0|5497.0|521.0
MLC|2021-03-15|BAJO|139268.0|24577.0|665.0|62.0|981.3881478|396.0|226|236.0|284.0|11436.35|914.908|718.3702|22528.8846|1800.822557|564.0066308999999|59889.0|131672.0|4580.0|447.0
MCO|2021-03-16|ALTO|214268.0|37812.0|1521.0|78.0|1332.347888|1090.0|631|697.0|843.0|25289.11|2579.48922|3575.6427|12725.2044|1297.785635|435.61142760000007|77474.0|201950.0|5834.0|2871.0
MCO|2021-03-16|MEDIO|139998.0|24706.0|571.0|42.0|402.7248025|364.0|175|196.0|236.0|6069.29|619.06758|3575.6427|12725.2044|1297.785635|435.61142760000007|50873.0|132594.0|4301.0|593.0
MCO|2021-03-16|BAJO|120229.0|21217.0|363.0|26.0|251.7030015|207.0|105|117.0|137.0|2979.52|303.91104|3575.6427|12725.2044|1297.785635|435.61142760000007|49563.0|113895.0|2833.0|303.0
MLA|2021-03-16|ALTO|427819.0|75497.0|1428.0|230.0|0.0|817.0|267|341.0|576.0|36153.39|3434.57205|91.13|44900.95504|4265.590729|441.1765404|131694.0|394197.0|8971.0|872.0
MLA|2021-03-16|MEDIO|329177.0|58090.0|1966.0|157.0|1313.508175|1253.0|583|654.0|836.0|29929.43|2843.29585|91.13|39025.29702|3692.989652|822.0602552999999|128402.0|306886.0|11181.0|2563.0
MLA|2021-03-16|BAJO|331776.0|58548.0|1889.0|140.0|2193.2464609999997|1176.0|597|643.0|778.0|29393.82|2792.4129|91.13|35548.919180000004|3353.080094|822.8426316|104928.0|310263.0|8687.0|2400.0
MLC|2021-03-22|ALTO|146845.0|25914.0|1080.0|95.0|1274.448519|774.0|500|560.0|685.0|21221.62|1697.7296|717.9576|21374.3486|1708.624409|542.2686017999998|59951.0|138263.0|4728.0|1347.0
MLC|2021-03-22|MEDIO|130504.0|23030.0|672.0|71.0|496.7062121999999|397.0|232|261.0|317.0|12070.71|965.6568|717.9576|21374.3486|1708.624409|542.2686017999998|50710.0|123468.0|3255.0|494.0
MLC|2021-03-22|BAJO|132938.0|23460.0|635.0|54.0|1079.450931|411.0|257|271.0|326.0|13605.14|1088.4112|717.9576|21374.3486|1708.624409|542.2686017999998|54918.0|125720.0|2843.0|414.0
MLM|2021-03-22|ALTO|329258.0|58104.0|1013.0|158.0|0.0|543.0|213|262.0|411.0|13757.96|1513.3756|20.5788|24194.52531|2661.397785|394.391925|104745.0|308175.0|4752.0|914.0
MLM|2021-03-22|MEDIO|286440.0|50548.0|1754.0|130.0|2195.078916|1047.0|538|617.0|747.0|20187.12|2220.5832|20.5788|31470.28465|3355.064309|878.2238446|108774.0|269961.0|10617.0|2196.0
MLM|2021-03-22|BAJO|288754.0|50956.0|1479.0|117.0|2791.707971000001|915.0|483|560.0|663.0|17012.61|1871.3871|20.5788|27583.31867|2898.505638|795.3510263999997|101075.0|272605.0|4517.0|1622.0
MCO|2021-03-23|ALTO|204502.0|36089.0|1246.0|71.0|999.6393475|837.0|469|290.0|291.0|15789.53|1610.53206|3553.2815|3975.6399119999996|405.36676560000006|176.4380623|71905.0|192534.0|3791.0|2310.0
MCO|2021-03-23|MEDIO|132850.0|23444.0|469.0|49.0|334.3388358|278.0|145|96.0|96.0|4528.84|461.94167999999996|3553.2815|3975.6399119999996|405.36676560000006|176.4380623|46153.0|125792.0|2514.0|511.0
MCO|2021-03-23|BAJO|115928.0|20458.0|317.0|34.0|249.06554690000002|189.0|100|58.0|58.0|3296.85|336.2787|3553.2815|3975.6399119999996|405.36676560000006|176.4380623|46715.0|109830.0|1898.0|296.0
MLA|2021-03-23|ALTO|416350.0|73474.0|1211.0|199.0|0.0|622.0|165|250.0|443.0|18223.03|1731.18785|91.64|20132.42727|1912.5805899999998|282.587296|120041.0|383317.0|6127.0|877.0
MLA|2021-03-23|MEDIO|312479.0|55143.0|1450.0|126.0|759.9512222|828.0|359|408.0|535.0|17638.6|1675.6670000000001|91.64|28817.00296|2729.3224920000002|578.0192922|114474.0|290987.0|7183.0|2288.0
MLA|2021-03-23|BAJO|314649.0|55526.0|1432.0|112.0|1304.001091|816.0|350|385.0|489.0|13931.88|1323.5286|91.64|22781.57864|2150.020364|537.7181819|93795.0|294048.0|5790.0|2121.0
MLC|2021-03-29|ALTO|139963.0|24699.0|1041.0|88.0|168.6084049|714.0|415|475.0|607.0|21064.15|1685.132|729.5010000000003|20548.06605|1643.084878|522.3443589|55030.0|131749.0|3730.0|1272.0
MLC|2021-03-29|MEDIO|125032.0|22064.0|673.0|58.0|419.4648121999999|396.0|240|264.0|318.0|11970.83|957.6664|729.5010000000003|20548.06605|1643.084878|522.3443589|47100.0|118243.0|2845.0|453.0
MLC|2021-03-29|BAJO|127715.0|22538.0|628.0|55.0|1076.078031|411.0|267|275.0|321.0|11218.28|897.4624|729.5010000000003|20548.06605|1643.084878|522.3443589|51803.0|120771.0|2694.0|387.0
MLA|2021-03-30|ALTO|413358.0|72946.0|1065.0|164.0|0.0|585.0|187|228.0|445.0|17649.77|1676.72815|91.96|23498.34274|2232.342561|312.98215519999997|120222.0|437653.0|6149.0|960.0
MLA|2021-03-30|MEDIO|306024.0|54004.0|1279.0|194.0|544.1637668999998|779.0|345|373.0|520.0|17484.48|1661.0256|91.96|26931.46014|2552.571317000001|500.65399180000003|112385.0|327632.0|6594.0|2418.0
MLA|2021-03-30|BAJO|307099.0|54194.0|1291.0|191.0|875.3806002999999|763.0|320|339.0|456.0|16786.03|1594.67285|91.96|22218.55898|2101.243958|479.6918379|91960.0|329678.0|6009.0|2199.0
MCO|2021-03-30|ALTO|196856.0|34739.0|928.0|65.0|281.5502418|607.0|302|325.0|451.0|9773.01|996.8470199999999|3665.4204|7501.940147|765.1562137999997|231.661578|65850.0|185091.0|2800.0|1755.0
MCO|2021-03-30|MEDIO|127576.0|22514.0|400.0|32.0|176.7873611|236.0|115|118.0|145.0|4667.21|476.05542|3665.4204|7501.940147|765.1562137999997|231.661578|42442.0|120747.0|1831.0|442.0
MCO|2021-03-30|BAJO|110664.0|19529.0|259.0|22.0|0.0|129.0|63|67.0|79.0|1528.5|155.907|3665.4204|7501.940147|765.1562137999997|231.661578|42869.0|104811.0|1385.0|259.0
MLM|2021-04-05|ALTO|339582.0|59926.0|3644.0|171.0|3994.8701869999995|2550.0|1426|1604.0|2117.0|58817.39|6469.9129|20.2483|68600.84637|7348.798998|2030.403182|0.0|318067.0|0.0|8785.0
MLM|2021-04-05|MEDIO|288153.0|50850.0|1893.0|160.0|1832.252584|1123.0|601|682.0|839.0|22444.47|2468.8917|20.2483|37186.65537|4000.0428850000003|1016.6390560000001|0.0|271282.0|0.0|2951.0
MLM|2021-04-05|BAJO|302677.0|53414.0|638.0|116.0|22.22408795|220.0|96|109.0|131.0|4777.69|525.5459|20.2483|7383.524314|811.0900966|139.35651299999998|0.0|0.0|0.0|0.0
MLC|2021-04-05|ALTO|152870.0|26977.0|1190.0|130.0|794.8479351|770.0|441|502.0|651.0|27162.02|2172.9616|717.1183|24943.75708|1994.565239|521.6406102|0.0|143884.0|0.0|1550.0
MLC|2021-04-05|MEDIO|139331.0|24588.0|701.0|83.0|359.7732759|403.0|215|232.0|306.0|11221.14|897.6912|717.1183|24943.75708|1994.565239|521.6406102|0.0|131700.0|0.0|622.0
MLC|2021-04-05|BAJO|139858.0|24681.0|663.0|79.0|857.5990879000003|383.0|231|250.0|286.0|10912.93|873.0344|717.1183|24943.75708|1994.565239|521.6406102|0.0|132431.0|0.0|474.0
MLA|2021-04-06|ALTO|426798.0|75317.0|3496.0|221.0|3151.902037000001|2464.0|1469|1646.0|2123.0|75474.77|7170.10315|92.28|79475.56452999999|7516.0227780000005|2011.038737|0.0|393008.0|0.0|8328.0
MLA|2021-04-06|MEDIO|329758.0|58192.0|1683.0|172.0|845.7896618999997|966.0|462|522.0|681.0|22904.31|2175.90945|92.28|30222.584389999996|2861.980046|714.9597882999999|0.0|307389.0|0.0|2988.0
MLA|2021-04-06|BAJO|329513.0|58149.0|1591.0|145.0|1614.479085|926.0|478|515.0|636.0|24068.97|2286.55215|92.28|36053.22319|3407.5607649999997|718.5381112000001|0.0|308242.0|0.0|2647.0
MCO|2021-04-06|ALTO|208197.0|36741.0|1390.0|90.0|1181.64131|962.0|549|625.0|749.0|17083.76|1742.54352|3645.7764|9290.518338|947.4766073999999|362.7035631|0.0|196088.0|0.0|2430.0
MCO|2021-04-06|MEDIO|138443.0|24431.0|481.0|41.0|309.3991173|255.0|147|165.0|184.0|3637.85|371.0607|3645.7764|9290.518338|947.4766073999999|362.7035631|0.0|131015.0|0.0|654.0
MCO|2021-04-06|BAJO|119860.0|21152.0|300.0|28.0|218.0605481|141.0|73|83.0|92.0|1633.84|166.65168|3645.7764|9290.518338|947.4766073999999|362.7035631|0.0|113638.0|0.0|330.0
MLC|2021-04-12|ALTO|152778.0|26961.0|1211.0|94.0|1261.190961|882.0|552|610.0|782.0|25552.97|2044.2376|711.2325|30848.60038|2466.539809|678.1187247|68811.0|143785.0|9652.0|1387.0
MLC|2021-04-12|MEDIO|138809.0|24496.0|785.0|86.0|560.9979859|487.0|296|317.0|377.0|18014.32|1441.1456|711.2325|30848.60038|2466.539809|678.1187247|60622.0|131078.0|7410.0|512.0
MLC|2021-04-12|BAJO|139501.0|24618.0|762.0|77.0|1054.507492|496.0|274|300.0|374.0|13007.55|1040.604|711.2325|30848.60038|2466.539809|678.1187247|62261.0|132089.0|6388.0|443.0
MLM|2021-04-12|ALTO|337113.0|59490.0|2592.0|166.0|0.0|1798.0|713|936.0|1367.0|37636.98|4140.0678|20.095|50678.95401|5574.6849409999995|1291.795737|120606.0|162735.0|16489.0|3606.0
MLM|2021-04-12|MEDIO|285082.0|50308.0|1465.0|121.0|1358.355312|886.0|450|529.0|639.0|19575.1|2153.261|20.095|29435.67933000001|3170.3280449999997|756.7925169|111506.0|136587.0|10120.0|1324.0
MLM|2021-04-12|BAJO|300198.0|52976.0|988.0|98.0|1171.933317|546.0|264|294.0|365.0|9117.85|1002.9635|20.095|13990.681730000002|1480.655343|411.4009744|108754.0|0.0|8264.0|0.0
MCO|2021-04-13|ALTO|212713.0|37538.0|1198.0|75.0|759.4171216|819.0|442|496.0|617.0|12711.35|1296.5577|3650.1679|8058.39627|821.8237239|346.82507000000015|76726.0|200263.0|8029.0|2129.0
MCO|2021-04-13|MEDIO|139096.0|24546.0|581.0|49.0|364.9147208|377.0|197|212.0|245.0|5001.41|510.14382|3650.1679|8058.39627|821.8237239|346.82507000000015|49242.0|131597.0|4781.0|580.0
MCO|2021-04-13|BAJO|122126.0|21552.0|383.0|39.0|328.7520007|223.0|118|128.0|155.0|3090.37|315.21774|3650.1679|8058.39627|821.8237239|346.82507000000015|49379.0|115677.0|3955.0|313.0
MLA|2021-04-13|ALTO|418011.0|73767.0|3798.0|193.0|0.0|2758.0|1547|1717.0|2318.0|86463.32|8214.0154|92.62|87520.90711|8314.486176|2166.793092000001|125266.0|384384.0|17675.0|6854.0
MLA|2021-04-13|MEDIO|323876.0|57154.0|1936.0|151.0|1197.766141|1214.0|600|673.0|851.0|26511.54|2518.5963|92.62|34998.61012|3311.935915|886.0732452999997|123645.0|301596.0|12019.0|2784.0
MLA|2021-04-13|BAJO|320924.0|56633.0|1926.0|135.0|1669.3288710000006|1148.0|527|576.0|745.0|22461.34|2133.8273|92.62|36772.41437|3475.3559490000002|787.7438908|98388.0|300102.0|9466.0|2537.0
MLC|2021-04-19|ALTO|152777.0|26961.0|1962.0|114.0|4696.758994|1530.0|1016|1106.0|1378.0|52179.24|4174.3392|701.5476|41367.76776|3306.263292|926.6985946000001|66341.0|143738.0|10038.0|1995.0
MLC|2021-04-19|MEDIO|135662.0|23940.0|770.0|75.0|667.0965732999998|484.0|307|331.0|389.0|13551.1|1084.088|701.5476|41367.76776|3306.263292|926.6985946000001|57290.0|128089.0|6580.0|526.0
MLC|2021-04-19|BAJO|137518.0|24268.0|805.0|73.0|1282.878026|496.0|272|299.0|362.0|11515.9|921.2719999999999|701.5476|41367.76776|3306.263292|926.6985946000001|60892.0|130171.0|6357.0|464.0
MLM|2021-04-19|ALTO|325337.0|57412.0|2560.0|178.0|116.0766106|1705.0|779|988.0|1385.0|37392.64|4113.1904|19.8145|55449.5791|6093.595536|1323.781728|0.0|303984.0|0.0|6034.0
MLM|2021-04-19|MEDIO|274639.0|48466.0|1387.0|105.0|1493.8555099999999|821.0|474|521.0|628.0|18375.23|2021.2753|19.8145|30144.66478000001|3240.5210899999997|788.8658375|0.0|258326.0|0.0|2347.0
MLM|2021-04-19|BAJO|291876.0|51508.0|1713.0|106.0|3364.209039|1128.0|601|688.0|789.0|22306.56|2453.7216|19.8145|37354.3282|3939.190892|952.6910087000001|101332.0|275732.0|6436.0|2093.0
MCO|2021-04-20|ALTO|212006.0|37413.0|1785.0|70.0|0.0|1286.0|505|614.0|869.0|17887.81|1824.5566199999998|3606.4628|11557.35679|1178.77051|432.170285|77201.0|199505.0|10629.0|2374.0
MCO|2021-04-20|MEDIO|136525.0|24093.0|566.0|35.0|485.7945575|384.0|223|244.0|270.0|6383.4|651.1068|3606.4628|11557.35679|1178.77051|432.170285|48339.0|129203.0|4826.0|541.0
MCO|2021-04-20|BAJO|119786.0|21139.0|372.0|35.0|378.487198|235.0|120|130.0|155.0|2810.81|286.70262|3606.4628|11557.35679|1178.77051|432.170285|48194.0|113451.0|3852.0|310.0
MLA|2021-04-20|ALTO|406666.0|71764.0|4440.0|197.0|7716.391847|3410.0|2053|2248.0|2941.0|98291.42|9337.6849|92.97|103023.2248|9704.207629999999|2742.546981|119804.0|373286.0|15786.0|7777.0
MLA|2021-04-20|MEDIO|317280.0|55990.0|1752.0|149.0|1189.027106|1081.0|509|574.0|751.0|20934.53|1988.78035|92.97|39338.53694|3724.371646|816.9732487000001|120446.0|295401.0|10431.0|2459.0
MLA|2021-04-20|BAJO|313183.0|55267.0|1698.0|121.0|1817.748629|1099.0|509|555.0|727.0|23163.23|2200.50685|92.97|39533.27159|3736.10881|754.7127188|96366.0|292632.0|8741.0|2307.0
MLC|2021-04-26|ALTO|149561.0|26393.0|1668.0|94.0|3641.900806|1288.0|873|962.0|1157.0|42616.62|3409.3296|712.54|36589.38909|2924.633958|781.1775464|65073.0|140622.0|8926.0|1899.0
MLC|2021-04-26|MEDIO|132219.0|23333.0|750.0|74.0|559.9685632000002|475.0|299|330.0|390.0|15654.4|1252.3519999999999|712.54|36589.38909|2924.633958|781.1775464|55316.0|124768.0|5665.0|521.0
MLC|2021-04-26|BAJO|134413.0|23720.0|728.0|69.0|1178.8811859999996|453.0|277|310.0|370.0|11889.5|951.16|712.54|36589.38909|2924.633958|781.1775464|59243.0|127190.0|5576.0|455.0
MCO|2021-04-27|ALTO|207482.0|36615.0|1486.0|67.0|454.9612541|1060.0|453|554.0|715.0|14794.84|1509.07368|3659.6523|8845.939817|902.1904388|338.02750489999994|74090.0|195172.0|10234.0|2059.0
MCO|2021-04-27|MEDIO|133198.0|23505.0|496.0|41.0|334.45800299999996|285.0|150|162.0|184.0|3779.08|385.46616|3659.6523|8845.939817|902.1904388|338.02750489999994|46562.0|125967.0|4878.0|455.0
MCO|2021-04-27|BAJO|113243.0|19984.0|313.0|32.0|258.2212523|182.0|93|102.0|113.0|2609.72|266.19144|3659.6523|8845.939817|902.1904388|338.02750489999994|45061.0|107266.0|3693.0|260.0
MLC|2021-05-03|ALTO|157839.0|27854.0|2527.0|149.0|5526.955864000001|1725.0|1180|1312.0|1538.0|58222.25|4657.78|711.0605|53298.6209791172|4260.10083336616|1140.1754799525395|69305.0|148527.0|9772.0|2474.0
MLC|2021-05-03|MEDIO|145045.0|25596.0|1046.0|120.0|818.4957539|547.0|343|378.0|446.0|16960.87|1356.8696|711.0605|53298.6209791172|4260.10083336616|1140.1754799525395|61123.0|137122.0|6890.0|787.0
MLC|2021-05-03|BAJO|144524.0|25504.0|1061.0|82.0|1736.842364|595.0|364|397.0|465.0|17493.83|1399.5064|711.0605|53298.6209791172|4260.10083336616|1140.1754799525395|65130.0|136642.0|6371.0|649.0
MLM|2021-05-03|ALTO|330279.0|58285.0|1672.0|175.0|1332.331527|953.0|481|575.0|752.0|25291.94|2782.1134|20.1902|35138.559327399395|3799.2525052513847|734.0820648405942|111691.0|0.0|13713.0|0.0
MLM|2021-05-03|MEDIO|290768.0|51312.0|1125.0|150.0|638.9238343|553.0|256|292.0|373.0|10712.07|1178.3277|20.1902|15822.345546914563|1708.8127647296506|397.7392620367948|108265.0|0.0|9664.0|0.0
MLM|2021-05-03|BAJO|304514.0|53738.0|916.0|105.0|1233.271587|429.0|236|252.0|291.0|9453.06|1039.8366|20.1902|13987.74764360172|1477.5695577618458|348.743421766123|109429.0|0.0|7972.0|0.0
MCO|2021-05-04|ALTO|211794.0|37376.0|1485.0|83.0|1764.637359|812.0|532|564.0|652.0|13970.71|1425.01242|3816.6482|7939.4402986972755|809.6272601308315|337.35753956273|73525.0|199532.0|7869.0|2218.0
MCO|2021-05-04|MEDIO|142800.0|25200.0|491.0|45.0|267.2502014|206.0|118|127.0|142.0|2318.37|236.47374|3816.6482|7939.4402986972755|809.6272601308315|337.35753956273|51086.0|135099.0|4117.0|523.0
MCO|2021-05-04|BAJO|127066.0|22424.0|304.0|23.0|208.2979511|118.0|66|72.0|78.0|1971.57|201.10013999999998|3816.6482|7939.4402986972755|809.6272601308315|337.35753956273|48948.0|120251.0|2852.0|240.0
MLA|2021-05-04|ALTO|409578.0|72278.0|2379.0|225.0|2694.482979|1325.0|724|816.0|1078.0|35639.4|3385.743|93.71|41186.909966870764|3884.003026950899|967.9870592641487|118010.0|0.0|16684.0|0.0
MLA|2021-05-04|MEDIO|333719.0|58892.0|2263.0|178.0|1345.755202|984.0|525|574.0|726.0|22835.73|2169.39435|93.71|34278.82658931142|3242.1276765341527|782.4664920990343|106464.0|310527.0|11842.0|3448.0
MLA|2021-05-04|BAJO|331759.0|58546.0|2219.0|183.0|2597.635898|1068.0|597|643.0|782.0|23961.98|2276.3881|93.71|39710.77742147935|3744.803911619345|884.5550952765656|102563.0|309880.0|10285.0|3065.0
MLC|2021-05-10|ALTO|146962.0|25934.0|1661.0|119.0|2095.127123|1224.0|756|852.0|1067.0|47201.54|3776.1232|694.4686|43570.09837401138|3483.631175437916|829.8233956398198|61951.0|138139.0|6314.0|1819.0
MLC|2021-05-10|MEDIO|136758.0|24134.0|893.0|94.0|583.1797147000002|542.0|318|354.0|418.0|17749.97|1419.9976|694.4686|43570.09837401138|3483.631175437916|829.8233956398198|55171.0|129221.0|4607.0|578.0
MLC|2021-05-10|BAJO|136054.0|24009.0|872.0|70.0|1439.9499130000006|526.0|331|358.0|408.0|19646.26|1571.7008|694.4686|43570.09837401138|3483.631175437916|829.8233956398198|58938.0|128548.0|4133.0|536.0
MLM|2021-05-10|ALTO|323224.0|57040.0|2628.0|136.0|2723.802675|1823.0|1028|1209.0|1534.0|49281.85|5421.0035|19.886|59618.15509394435|6421.026192638012|1535.2297424461044|102972.0|302435.0|8487.0|5894.0
MLM|2021-05-10|MEDIO|280463.0|49494.0|1580.0|91.0|1779.8581920000001|981.0|525|600.0|737.0|20907.25|2299.7975|19.886|36131.26312616292|3884.9358667382253|876.7026561429518|99529.0|264102.0|6409.0|2446.0
MLM|2021-05-10|BAJO|291763.0|51488.0|1472.0|92.0|2836.184753|928.0|498|573.0|677.0|17237.43|1896.1173|19.886|28910.312553233096|3037.5121967562745|828.8134161099481|101548.0|275492.0|5843.0|1806.0
MLA|2021-05-11|ALTO|798536.0|140918.0|4788.0|588.0|3767.961682|3282.0|1714|1002.0|1348.0|180003.74|17100.3553|93.95|368314.1454760399|34949.7377884835|2784.6148601251343|213116.0|0.0|22084.0|0.0
MLA|2021-05-11|MEDIO|634282.0|111932.0|5084.0|492.0|3025.900373|3238.0|1680|933.0|1173.0|125285.82|11902.1529|93.95|320737.55130106857|30437.85981242004|2589.384626903557|189750.0|589634.0|14954.0|7372.0
MLA|2021-05-11|BAJO|625874.0|110448.0|5386.0|452.0|5406.9786060000015|3370.0|1786|960.0|1117.0|122035.7|11593.3915|93.95|290704.5584296383|27559.381389229686|2416.947904442321|182896.0|584210.0|14114.0|6856.0
MLC|2021-05-17|ALTO|144036.0|25418.0|1564.0|109.0|2709.157635|967.0|625|685.0|854.0|29633.69|2370.6952|703.1706|28228.515797047774|2256.158361514401|659.9712593986147|59878.0|135198.0|5626.0|1583.0
